type	latitude	longitude	altitude (m)	scale	sym	name	desc	ge_hotspot	kml_folder
W	-53.658747548	121.021260711		1.1	http://maps.google.com/mapfiles/kml/pushpin/ylw-pushpin.png	Untitled Placemark		20,2	

type	latitude	longitude	altitude (m)	scale	sym	name	desc	ge_hotspot	kml_folder
T	33.746990528	73.134308925	628.8						
T	33.746984926	73.134295726	628.8						
T	33.746992095	73.134415980	628.4						
T	33.746996984	73.134228068	629.2						
T	33.746996803	73.134215047	629.2						
T	33.746996654	73.134196830	629.3						
T	33.746996569	73.134186421	629.3						
T	33.746996463	73.134173412	629.4						
T	33.746996400	73.134165607	629.4						
T	33.746996315	73.134155201	629.4						
T	33.746996209	73.134142195	629.4						
T	33.746996124	73.134131792	629.4						
T	33.746995976	73.134113588	629.4						
T	33.746995869	73.134100587	629.4						
T	33.746995760	73.134087588	629.4						
T	33.746995609	73.134069392	629.4						
T	33.746995522	73.134058996	629.4						
T	33.746995392	73.134043403	629.4						
T	33.746995240	73.134025215	629.5						
T	33.746995088	73.134007030	629.5						
T	33.746987738	73.133994105	629.4						
T	33.746985232	73.133981151	629.4						
T	33.746985172	73.133973366	629.4						
T	33.746984923	73.133960405	629.4						
T	33.746984530	73.133944863	629.4						
T	33.746981864	73.133934540	629.4						
T	33.746981603	73.133924188	629.4						
T	33.746978583	73.133903545	629.4						
T	33.746977719	73.133885501	629.4						
T	33.746977349	73.133877773	629.4						
T	33.746976486	73.133859755	629.4						
T	33.746975870	73.133846895	629.5						
T	33.746975009	73.133828908	629.5						
T	33.746974517	73.133818637	629.5						
T	33.746973956	73.133803212	629.6						
T	33.746973866	73.133795471	629.6						
T	33.746973652	73.133779998	629.7						
T	33.746973434	73.133772283	629.7						
T	33.746973070	73.133759429	629.7						
T	33.746972562	73.133741443	629.8						
T	33.746972126	73.133726035	629.8						
T	33.746972037	73.133718306	629.9						
T	33.746971941	73.133702832	629.9						
T	33.746972215	73.133689856	629.9						
T	33.746974883	73.133676788	630.0						
T	33.746975350	73.133661169	630.1						
T	33.746977865	73.133653292	630.1						
T	33.746982821	73.133640131	630.2						
T	33.746987683	73.133629570	630.3						
T	33.746989853	73.133614005	630.3						
T	33.746989630	73.133595952	630.3						
T	33.746991760	73.133580396	630.3						
T	33.746991653	73.133564901	630.3						
T	33.746991576	73.133554574	630.3						
T	33.746991479	73.133541666	630.3						
T	33.746991363	73.133526179	630.3						
T	33.746993608	73.133515759	630.4						
T	33.746995853	73.133505335	630.4						
T	33.746995736	73.133489848	630.4						
T	33.746995581	73.133469201	630.4						
T	33.746995426	73.133448558	630.4						
T	33.746995291	73.133430498	630.4						
T	33.746995136	73.133409862	630.4						
T	33.746994907	73.133391845	630.4						
T	33.746994562	73.133376467	630.4						
T	33.746991909	73.133350872	630.3						
T	33.746991861	73.133340552	630.3						
T	33.746989667	73.133322532	630.3						
T	33.746987471	73.133304516	630.3						
T	33.746987535	73.133296734	630.3						
T	33.746987622	73.133278601	630.3						
T	33.746982969	73.133268547	630.3						
T	33.746983005	73.133258195	630.3						
T	33.746983059	73.133242666	630.3						
T	33.746983113	73.133232303	630.3						
T	33.746983115	73.133211630	630.3						
T	33.746983104	73.133206467	630.3						
T	33.746983074	73.133190979	630.3						
T	33.746983048	73.133178073	630.3						
T	33.746983017	73.133162585	630.3						
T	33.746982997	73.133152261	630.3						
T	33.746982961	73.133134193	630.3						
T	33.746982941	73.133123869	630.3						
T	33.746982727	73.133105903	630.3						
T	33.746982384	73.133093183	630.3						
T	33.746982257	73.133077759	630.3						
T	33.746982078	73.133054620	630.3						
T	33.746982038	73.133049479	630.2						
T	33.746981931	73.133036632	630.1						
T	33.746979391	73.133018875	630.0						
T	33.746979270	73.133006042	629.9						
T	33.746976780	73.132993432	629.8						
T	33.746976636	73.132978040	629.7						
T	33.746976396	73.132952393	629.5						
T	33.746976300	73.132942136	629.4						
T	33.746976228	73.132934444	629.4						
T	33.746976036	73.132913935	629.2						
T	33.746973620	73.132909046	629.2						
T	33.746973382	73.132886001	629.0						
T	33.746970751	73.132868382	628.8						
T	33.746965921	73.132861214	628.8						
T	33.746965729	73.132843317	628.6						
T	33.746963201	73.132825658	628.5						
T	33.746963117	73.132815418	628.4						
T	33.746962971	73.132797500	628.3						
T	33.746960486	73.132784980	628.2						
T	33.746960361	73.132769629	628.0						
T	33.746960685	73.132746208	627.6						
T	33.746961213	73.132730343	627.3						
T	33.746962310	73.132695973	626.7						
T	33.746962506	73.132682927	626.5						
T	33.746962552	73.132662269	626.1						
T	33.746962566	73.132654526	626.0						
T	33.746962609	73.132636446	625.7						
T	33.746962652	73.132618366	625.3						
T	33.746962689	73.132602868	625.1						
T	33.746962720	73.132589952	624.8						
T	33.746962745	73.132579619	624.7						
T	33.746962779	73.132564122	624.4						
T	33.746962787	73.132543492	624.0						
T	33.746962902	73.132525342	623.7						
T	33.746963990	73.132503716	623.3						
T	33.746965720	73.132489214	623.1						
T	33.746967447	73.132464349	622.7						
T	33.746970299	73.132435774	622.2						
T	33.746998885	73.134280302	629.0						
